Month,OriginApt,DestApt,OriginWAC,DestWAC,Carrier,Group,Type,Total,Scheduled,Charter
201402,HNL,HND,2,736,NH,0,Passengers,10490,"10,490",0
201402,HNL,HRB,2,713,NA,2,Passengers,213,0,213
201402,HNL,ICN,2,778,HA,3,Passengers,11183,"11,183",0
201402,HNL,ICN,2,778,KE,0,Passengers,21654,"21,654",0
201402,HNL,ICN,2,778,OZ,0,Passengers,9042,"9,042",0
201402,HNL,IZO,2,736,JL,0,Passengers,350,0,350
201402,HNL,KIX,2,736,DL,3,Passengers,15408,"15,408",0
201402,HNL,KIX,2,736,HA,3,Passengers,14136,"14,136",0
201402,HNL,KIX,2,736,JL,0,Passengers,15085,"15,085",0
201402,HNL,KIX,2,736,UA,3,Passengers,357,357,0
201402,HNL,MAJ,2,844,UA,3,Passengers,1420,"1,420",0
201402,HNL,MEL,2,802,JQ,0,Passengers,3373,"3,373",0
201402,HNL,MNL,2,766,PR,0,Passengers,6733,"6,733",0
201402,HNL,NAN,2,821,FJ,0,Passengers,589,589,0
201402,HNL,NGO,2,736,DL,3,Passengers,10347,"10,347",0
201402,HNL,NGO,2,736,JL,0,Passengers,12875,"12,875",0
201402,HNL,NRT,2,736,CI,0,Passengers,19084,"19,084",0
201402,HNL,NRT,2,736,DL,3,Passengers,25258,"25,258",0
201402,HNL,NRT,2,736,JL,0,Passengers,36403,"36,403",0
201402,HNL,NRT,2,736,KE,0,Passengers,14321,"14,321",0
201402,HNL,NRT,2,736,NQ,0,Passengers,10891,"10,891",0
201402,HNL,NRT,2,736,UA,3,Passengers,15081,"15,081",0
201402,HNL,PEK,2,713,CA,0,Passengers,3619,"3,619",0
201402,HNL,PPT,2,823,HA,3,Passengers,1639,"1,639",0
201402,HNL,PVG,2,713,MU,0,Passengers,8458,"8,458",0
201402,HNL,SDJ,2,736,HA,3,Passengers,1299,"1,299",0
201402,HNL,SYD,2,802,HA,3,Passengers,10773,"10,773",0
201402,HNL,SYD,2,802,JQ,0,Passengers,8830,"8,830",0
201402,HNL,SYD,2,802,QF,0,Passengers,4007,"4,007",0
201402,HNL,SYD,2,802,UA,3,Passengers,238,238,0
201402,HNL,TPE,2,781,CI,0,Passengers,3340,"3,340",0
201402,HNL,TPE,2,781,HA,3,Passengers,3216,"3,216",0
201402,HNL,YVR,2,906,AC,0,Passengers,8820,"8,820",0
201402,HNL,YVR,2,906,WS,0,Passengers,15914,"15,914",0
201402,HNL,YYC,2,916,WS,0,Passengers,3181,"3,181",0
201402,HNL,YYJ,2,906,WS,0,Passengers,886,886,0
201402,HOU,LBG,74,427,12Q,0,Passengers,1,0,1
201402,HOU,YYZ,74,936,13Q,0,Passengers,5,0,5
201402,HPN,AXA,22,202,04Q,1,Passengers,5,0,5
201402,HPN,FAB,22,493,0QQ,0,Passengers,3,0,3
201402,HPN,LBG,22,427,12Q,0,Passengers,4,0,4
201402,HPN,PLS,22,281,04Q,1,Passengers,5,0,5
201402,HPN,SXM,22,264,13Q,0,Passengers,8,0,8
201402,HPN,TCB,22,204,AC,0,Passengers,37,0,37
201402,IAD,ADD,38,522,ET,0,Passengers,9857,"9,857",0
201402,IAD,AMS,38,461,KL,0,Passengers,8275,"8,275",0
201402,IAD,AMS,38,461,UA,3,Passengers,4087,"4,087",0
201402,IAD,AUA,38,277,UA,3,Passengers,2358,"2,358",0
201402,IAD,AUH,38,678,EY,0,Passengers,10130,"9,856",274
201402,IAD,BOG,38,327,AV,0,Passengers,5116,"5,116",0
201402,IAD,BRU,38,409,SN,0,Passengers,1575,"1,575",0
201402,IAD,BRU,38,409,UA,3,Passengers,10056,"10,056",0
201402,IAD,CDG,38,427,AA,3,Passengers,202,202,0
201402,IAD,CDG,38,427,AF,0,Passengers,12701,"12,701",0
201402,IAD,CDG,38,427,UA,3,Passengers,6343,"6,343",0
201402,IAD,CPH,38,419,SK,0,Passengers,5522,"5,522",0
201402,IAD,CUN,38,148,DL,3,Passengers,1092,"1,092",0
201402,IAD,CUN,38,148,UA,3,Passengers,6997,"6,997",0
201402,IAD,DKR,38,569,SA,0,Passengers,8095,"8,095",0
201402,IAD,DOH,38,664,QR,0,Passengers,14359,"14,359",0
201402,IAD,DUB,38,441,UA,3,Passengers,3981,"3,981",0
201402,IAD,DXB,38,678,EK,0,Passengers,12994,"12,994",0
201402,IAD,DXB,38,678,UA,3,Passengers,10750,"10,750",0
201402,IAD,FCO,38,450,UA,3,Passengers,4741,"4,741",0
201402,IAD,FRA,38,429,LH,0,Passengers,12024,"12,024",0
201402,IAD,FRA,38,429,UA,3,Passengers,18076,"18,076",0
201402,IAD,GCM,38,233,UA,3,Passengers,1115,"1,115",0
201402,IAD,GRU,38,316,UA,3,Passengers,9189,"9,189",0
201402,IAD,GUA,38,127,UA,3,Passengers,1011,"1,011",0
201402,IAD,GVA,38,486,UA,3,Passengers,4263,"4,263",0
201402,IAD,ICN,38,778,KE,0,Passengers,10095,"10,095",0
201402,IAD,IST,38,679,TK,0,Passengers,12321,"12,321",0
201402,IAD,JED,38,670,SV,0,Passengers,4792,"4,792",0
201402,IAD,KWI,38,644,UA,3,Passengers,5352,"5,352",0
201402,IAD,LBG,38,427,12Q,0,Passengers,3,0,3
201402,IAD,LHR,38,493,AA,3,Passengers,201,201,0
201402,IAD,LHR,38,493,BA,0,Passengers,18775,"18,775",0
201402,IAD,LHR,38,493,UA,3,Passengers,16197,"16,197",0
201402,IAD,LHR,38,493,VS,0,Passengers,5502,"5,502",0
201402,IAD,LIM,38,368,LP,0,Passengers,195,195,0
201402,IAD,MAN,38,493,UA,3,Passengers,3010,"3,010",0
201402,IAD,MBJ,38,243,UA,3,Passengers,433,433,0
201402,IAD,MEX,38,148,UA,3,Passengers,4369,"4,369",0
201402,IAD,MUC,38,429,LH,0,Passengers,1090,"1,090",0
201402,IAD,MUC,38,429,UA,3,Passengers,9313,"9,313",0
201402,IAD,NAS,38,204,UA,3,Passengers,287,287,0
201402,IAD,NGO,38,736,UA,3,Passengers,178,178,0
201402,IAD,NRT,38,736,NH,0,Passengers,8329,"8,329",0
201402,IAD,NRT,38,736,UA,3,Passengers,10663,"10,663",0
201402,IAD,OTP,38,473,NA,2,Passengers,885,0,885
201402,IAD,PAP,38,238,B6,3,Passengers,215,215,0
201402,IAD,PEK,38,713,UA,3,Passengers,9411,"9,411",0
201402,IAD,PTY,38,162,CM,0,Passengers,10739,"10,739",0
201402,IAD,PUJ,38,224,UA,3,Passengers,1058,"1,058",0
201402,IAD,RUH,38,670,SV,0,Passengers,2959,"2,959",0
201402,IAD,SAL,38,118,TA,0,Passengers,14350,"14,350",0
201402,IAD,SAL,38,118,UA,3,Passengers,2674,"2,674",0
201402,IAD,SJO,38,110,UA,3,Passengers,1517,"1,517",0
201402,IAD,SVO,38,475,SU,0,Passengers,1675,"1,675",0
201402,IAD,SXM,38,264,UA,3,Passengers,1338,"1,338",0
201402,IAD,VIE,38,403,OS,0,Passengers,7084,"7,084",0
201402,IAD,YOW,38,936,EV,3,Passengers,6037,"6,037",0
201402,IAD,YOW,38,936,S5,2,Passengers,64,64,0
201402,IAD,YTZ,38,936,PD,0,Passengers,2566,"2,566",0
201402,IAD,YUL,38,941,EV,3,Passengers,3411,"3,411",0
201402,IAD,YUL,38,941,G7,2,Passengers,2400,"2,400",0
201402,IAD,YYT,38,961,LH,0,Passengers,324,324,0
201402,IAD,YYZ,38,936,DL,3,Passengers,147,0,147
201402,IAD,YYZ,38,936,EV,3,Passengers,6563,"6,563",0
201402,IAD,YYZ,38,936,G7,2,Passengers,514,514,0
201402,IAD,YYZ,38,936,OO,3,Passengers,2026,"2,026",0
201402,IAD,YYZ,38,936,YX,2,Passengers,2099,"2,099",0
201402,IAD,ZRH,38,486,AA,3,Passengers,161,161,0
201402,IAD,ZRH,38,486,CAZ,0,Passengers,1,0,1
201402,IAD,ZRH,38,486,UA,3,Passengers,5876,"5,876",0
201402,IAH,ACA,74,148,EV,3,Passengers,1622,"1,622",0
201402,IAH,AGU,74,148,EV,3,Passengers,1907,"1,907",0
201402,IAH,AMS,74,461,KL,0,Passengers,10255,"10,255",0
201402,IAH,AMS,74,461,UA,3,Passengers,8418,"8,418",0
201402,IAH,AUA,74,277,5Y,3,Passengers,4,0,4
201402,IAH,BJX,74,148,EV,3,Passengers,9554,"9,554",0
201402,IAH,BOG,74,327,UA,3,Passengers,12890,"12,890",0
201402,IAH,BON,74,260,UA,3,Passengers,1640,"1,640",0
201402,IAH,BZE,74,106,AA,3,Passengers,144,144,0
201402,IAH,BZE,74,106,UA,3,Passengers,14934,"14,934",0
201402,IAH,CCS,74,388,UA,3,Passengers,7537,"7,537",0
201402,IAH,CDG,74,427,AF,0,Passengers,7831,"7,831",0
201402,IAH,CME,74,148,EV,3,Passengers,1968,"1,968",0
201402,IAH,CUN,74,148,UA,3,Passengers,45780,"45,780",0
201402,IAH,CUU,74,148,EV,3,Passengers,1702,"1,702",0
201402,IAH,CZM,74,148,UA,3,Passengers,3888,"3,888",0
201402,IAH,DGO,74,148,EV,3,Passengers,477,477,0
201402,IAH,DME,74,475,SQ,0,Passengers,6250,"6,250",0
201402,IAH,DOH,74,664,QR,0,Passengers,12618,"12,618",0
201402,IAH,DXB,74,678,EK,0,Passengers,14623,"14,623",0
201402,IAH,EZE,74,303,AA,3,Passengers,226,226,0
201402,IAH,EZE,74,303,UA,3,Passengers,10359,"10,359",0
201402,IAH,FRA,74,429,LH,0,Passengers,16813,"16,813",0
201402,IAH,FRA,74,429,UA,3,Passengers,10671,"10,671",0
201402,IAH,GCM,74,233,UA,3,Passengers,3365,"3,365",0
201402,IAH,GDL,74,148,EV,3,Passengers,10574,"10,574",0
201402,IAH,GDL,74,148,UA,3,Passengers,4704,"4,704",0
201402,IAH,GIG,74,316,UA,3,Passengers,12202,"12,202",0
201402,IAH,GRU,74,316,UA,3,Passengers,9475,"9,475",0
201402,IAH,GUA,74,127,09Q,1,Passengers,403,0,403
201402,IAH,GUA,74,127,UA,3,Passengers,14511,"14,511",0
201402,IAH,HUX,74,148,EV,3,Passengers,2038,"2,038",0
201402,IAH,IST,74,679,TK,0,Passengers,11770,"11,770",0
201402,IAH,LAD,74,502,5Y,3,Passengers,2660,0,"2,660"
201402,IAH,LHR,74,493,BA,0,Passengers,16341,"16,341",0
201402,IAH,LHR,74,493,UA,3,Passengers,15651,"15,651",0
201402,IAH,LIM,74,368,UA,3,Passengers,9390,"9,390",0
201402,IAH,LIR,74,110,GL,2,Passengers,153,0,153
201402,IAH,LIR,74,110,UA,3,Passengers,15498,"15,498",0
201402,IAH,LOS,74,555,UA,3,Passengers,5889,"5,889",0
201402,IAH,MBJ,74,243,UA,3,Passengers,1371,"1,371",0
201402,IAH,MEX,74,148,5D,0,Passengers,10419,"10,419",0
201402,IAH,MEX,74,148,EV,3,Passengers,6118,"6,118",0
201402,IAH,MEX,74,148,UA,3,Passengers,28783,"28,783",0
201402,IAH,MGA,74,153,UA,3,Passengers,11722,"11,722",0
201402,IAH,MID,74,148,UA,3,Passengers,4774,"4,774",0
201402,IAH,MLM,74,148,EV,3,Passengers,2035,"2,035",0
201402,IAH,MTY,74,148,EV,3,Passengers,14930,"14,930",0
201402,IAH,MTY,74,148,VB,0,Passengers,3267,"3,267",0
201402,IAH,NAS,74,204,EV,3,Passengers,175,175,0
201402,IAH,NRT,74,736,UA,3,Passengers,13324,"13,324",0
201402,IAH,OAX,74,148,EV,3,Passengers,2229,"2,229",0
201402,IAH,PBC,74,148,EV,3,Passengers,1988,"1,988",0
201402,IAH,PEK,74,713,CA,0,Passengers,8405,"8,405",0
201402,IAH,POS,74,280,UA,3,Passengers,6456,"6,456",0
201402,IAH,PTY,74,162,UA,3,Passengers,17285,"17,285",0
201402,IAH,PVR,74,148,EV,3,Passengers,2456,"2,456",0
201402,IAH,PVR,74,148,UA,3,Passengers,7459,"7,459",0
201402,IAH,QRO,74,148,EV,3,Passengers,2890,"2,890",0
201402,IAH,QRO,74,148,OO,3,Passengers,3788,"3,788",0
201402,IAH,RTB,74,131,UA,3,Passengers,5263,"5,263",0
201402,IAH,SAL,74,118,FCQ,1,Passengers,123,0,123
201402,IAH,SAL,74,118,TA,0,Passengers,3884,"3,884",0
201402,IAH,SAL,74,118,UA,3,Passengers,10739,"10,739",0
201402,IAH,SAL,74,118,XP,1,Passengers,120,0,120
201402,IAH,SAP,74,131,09Q,1,Passengers,114,0,114
201402,IAH,SAP,74,131,FCQ,1,Passengers,256,0,256
201402,IAH,SAP,74,131,UA,3,Passengers,6882,"6,882",0
201402,IAH,SJD,74,148,UA,3,Passengers,15089,"15,089",0
201402,IAH,SJO,74,110,UA,3,Passengers,25065,"25,065",0
201402,IAH,SLP,74,148,EV,3,Passengers,1708,"1,708",0
201402,IAH,SLW,74,148,EV,3,Passengers,1109,"1,109",0
201402,IAH,TAM,74,148,EV,3,Passengers,518,518,0
201402,IAH,TAM,74,148,OO,3,Passengers,1537,"1,537",0
201402,IAH,TGU,74,131,UA,3,Passengers,4335,"4,335",0
201402,IAH,TRC,74,148,EV,3,Passengers,1808,"1,808",0
201402,IAH,UIO,74,337,UA,3,Passengers,5683,"5,683",0
201402,IAH,VER,74,148,EV,3,Passengers,3701,"3,701",0
201402,IAH,VSA,74,148,EV,3,Passengers,627,627,0
201402,IAH,VSA,74,148,OO,3,Passengers,1828,"1,828",0
201402,IAH,YEG,74,916,UA,3,Passengers,14728,"14,728",0
201402,IAH,YUL,74,941,S5,2,Passengers,2948,"2,948",0
201402,IAH,YVR,74,906,UA,3,Passengers,8993,"8,993",0
201402,IAH,YYC,74,916,QK,0,Passengers,10291,"10,291",0
201402,IAH,YYC,74,916,UA,3,Passengers,27461,"27,461",0
201402,IAH,YYZ,74,936,EV,3,Passengers,3080,"3,080",0
201402,IAH,YYZ,74,936,OO,3,Passengers,5028,"5,028",0
201402,IAH,YYZ,74,936,QK,0,Passengers,10861,"10,861",0
201402,IAH,ZIH,74,148,EV,3,Passengers,1850,"1,850",0
201402,IAH,ZLO,74,148,EV,3,Passengers,1902,"1,902",0
201402,IFP,YEG,81,916,YX,2,Passengers,362,0,362
201402,IFP,YYC,81,916,YX,2,Passengers,193,0,193
201402,IFP,YYZ,81,936,YX,2,Passengers,86,0,86
201402,ILM,AUA,36,277,5Y,3,Passengers,96,0,96
201402,IND,CUN,42,148,DL,3,Passengers,930,930,0
201402,IND,CUN,42,148,F9,3,Passengers,1187,"1,187",0
201402,IND,CUN,42,148,GL,2,Passengers,1160,0,"1,160"
201402,IND,LTN,42,493,0UQ,0,Passengers,6,0,6
201402,IND,MBJ,42,243,DL,3,Passengers,900,900,0
201402,IND,SJD,42,148,AA,3,Passengers,141,141,0
201402,IND,YUL,42,941,EV,3,Passengers,47,47,0
201402,IND,YYZ,42,936,QK,0,Passengers,2000,"2,000",0
201402,JAN,YYC,53,916,AMQ,1,Passengers,56,0,56
201402,JAX,MHH,33,204,3M,1,Passengers,40,40,0
201402,JFK,ACC,22,529,DL,3,Passengers,7128,"7,128",0
201402,JFK,AMM,22,639,RJ,0,Passengers,736,736,0
201402,JFK,AMS,22,461,AF,0,Passengers,190,190,0
201402,JFK,AMS,22,461,DL,3,Passengers,12186,"12,186",0
201402,JFK,AMS,22,461,KL,0,Passengers,25279,"25,279",0
201402,JFK,ANU,22,206,AA,3,Passengers,4385,"4,385",0
201402,JFK,ANU,22,206,DL,3,Passengers,536,536,0
201402,JFK,ARN,22,484,DY,0,Passengers,5722,"5,722",0
201402,JFK,AUA,22,277,B6,3,Passengers,13600,"13,600",0
201402,JFK,AUA,22,277,DL,3,Passengers,6874,"6,874",0
201402,JFK,AUH,22,678,EY,0,Passengers,13686,"13,686",0
201402,JFK,AZS,22,224,B6,3,Passengers,1635,"1,635",0
201402,JFK,BCN,22,482,AA,3,Passengers,7280,"7,280",0
201402,JFK,BCN,22,482,DL,3,Passengers,6601,"6,601",0
201402,JFK,BDA,22,207,AA,3,Passengers,4818,"4,818",0
201402,JFK,BDA,22,207,B6,3,Passengers,1630,"1,630",0
201402,JFK,BGI,22,205,B6,3,Passengers,10167,"10,167",0
201402,JFK,BOG,22,327,AV,0,Passengers,17121,"17,121",0
201402,JFK,BOG,22,327,DL,3,Passengers,4400,"4,400",0
201402,JFK,BRU,22,409,DL,3,Passengers,6534,"6,534",0
201402,JFK,BRU,22,409,SN,0,Passengers,7835,"7,835",0
201402,JFK,CAI,22,591,MS,0,Passengers,11193,"11,193",0
201402,JFK,CCS,22,388,AA,3,Passengers,3825,"3,825",0
201402,JFK,CDG,22,427,AA,3,Passengers,12783,"12,783",0
201402,JFK,CDG,22,427,AF,0,Passengers,50179,"50,179",0
201402,JFK,CDG,22,427,DL,3,Passengers,10069,"10,069",0
201402,JFK,CMN,22,548,AT,0,Passengers,6263,"6,263",0
201402,JFK,CPH,22,419,DY,0,Passengers,506,506,0
201402,JFK,CTG,22,327,B6,3,Passengers,3257,"3,257",0
201402,JFK,CUN,22,148,AA,3,Passengers,19199,"19,199",0
201402,JFK,CUN,22,148,B6,3,Passengers,17090,"17,090",0
201402,JFK,DEL,22,733,AI,0,Passengers,13995,"13,995",0
201402,JFK,DKR,22,569,DL,3,Passengers,1450,"1,450",0
201402,JFK,DOH,22,664,QR,0,Passengers,16693,"16,693",0
201402,JFK,DUB,22,441,AA,3,Passengers,3997,"3,997",0
201402,JFK,DUB,22,441,DL,3,Passengers,10651,"10,651",0
201402,JFK,DUB,22,441,EI,0,Passengers,17292,"17,292",0
201402,JFK,DUS,22,429,AB,0,Passengers,8839,"8,839",0
201402,JFK,DXB,22,678,EK,0,Passengers,55530,"55,530",0
201402,JFK,EZE,22,303,AA,3,Passengers,10090,"10,090",0
201402,JFK,EZE,22,303,AR,0,Passengers,10656,"10,656",0
201402,JFK,FCO,22,450,AZ,0,Passengers,17693,"17,693",0
201402,JFK,FRA,22,429,DL,3,Passengers,6938,"6,938",0
201402,JFK,FRA,22,429,LH,0,Passengers,15457,"15,457",0
201402,JFK,FRA,22,429,SQ,0,Passengers,14414,"14,414",0
201402,JFK,FRA,22,429,SV,0,Passengers,259,259,0
201402,JFK,GCM,22,233,B6,3,Passengers,2440,"2,440",0
201402,JFK,GCM,22,233,KX,0,Passengers,2398,"2,398",0
201402,JFK,GEO,22,350,0JQ,2,Passengers,559,0,559
201402,JFK,GEO,22,350,1BQ,1,Passengers,337,0,337
201402,JFK,GEO,22,350,BW,0,Passengers,6152,"6,152",0
201402,JFK,GIG,22,316,AA,3,Passengers,6757,"6,757",0
201402,JFK,GIG,22,316,JJ,0,Passengers,9374,"9,374",0
201402,JFK,GND,22,273,BW,0,Passengers,1961,"1,961",0
201402,JFK,GND,22,273,DL,3,Passengers,1192,"1,192",0
201402,JFK,GRU,22,316,AA,3,Passengers,13004,"13,004",0
201402,JFK,GRU,22,316,DL,3,Passengers,10895,"10,895",0
201402,JFK,GRU,22,316,JJ,0,Passengers,24286,"24,286",0
201402,JFK,GUA,22,127,DL,3,Passengers,955,955,0
201402,JFK,GVA,22,486,LX,0,Passengers,7786,"7,786",0
201402,JFK,GYE,22,337,EQ,0,Passengers,7197,"7,197",0
201402,JFK,GYE,22,337,XL,0,Passengers,11472,"11,472",0
201402,JFK,HEL,22,425,AY,0,Passengers,12081,"12,081",0
201402,JFK,HKG,22,729,CX,0,Passengers,38038,"38,038",0
201402,JFK,ICN,22,778,KE,0,Passengers,24044,"24,044",0
201402,JFK,ICN,22,778,OZ,0,Passengers,9453,"9,453",0
201402,JFK,IST,22,679,TK,0,Passengers,27529,"27,529",0
201402,JFK,JED,22,670,SV,0,Passengers,7636,"7,636",0
201402,JFK,JNB,22,562,SA,0,Passengers,9158,"9,158",0
201402,JFK,KEF,22,439,FI,0,Passengers,8818,"8,818",0
201402,JFK,KHI,22,764,PK,0,Passengers,1870,"1,870",0
201402,JFK,KIN,22,243,B6,3,Passengers,7190,"7,190",0
201402,JFK,KIN,22,243,BW,0,Passengers,6932,"6,932",0
201402,JFK,KIX,22,736,DL,3,Passengers,267,267,0
201402,JFK,KWI,22,644,KU,0,Passengers,4657,"4,657",0
201402,JFK,LCY,22,493,BA,0,Passengers,955,955,0
201402,JFK,LHE,22,764,PK,0,Passengers,1322,"1,322",0
201402,JFK,LHR,22,493,AA,3,Passengers,27678,"27,678",0
201402,JFK,LHR,22,493,BA,0,Passengers,72680,"72,680",0
201402,JFK,LHR,22,493,DL,3,Passengers,19920,"19,920",0
201402,JFK,LHR,22,493,KU,0,Passengers,3686,"3,686",0
201402,JFK,LHR,22,493,VS,0,Passengers,38575,"38,575",0
201402,JFK,LIM,22,368,LA,0,Passengers,4842,"4,842",0
201402,JFK,LIM,22,368,LP,0,Passengers,5940,"5,940",0
201402,JFK,LIR,22,110,B6,3,Passengers,6680,"6,680",0
201402,JFK,LIR,22,110,DL,3,Passengers,1152,"1,152",0
201402,JFK,LOS,22,555,W3,0,Passengers,2858,"2,858",0
201402,JFK,LRM,22,224,B6,3,Passengers,2255,"2,255",0
201402,JFK,MAD,22,482,AA,3,Passengers,5846,"5,846",0
201402,JFK,MAD,22,482,DL,3,Passengers,5306,"5,306",0
201402,JFK,MAD,22,482,IB,0,Passengers,14902,"14,902",0
201402,JFK,MAN,22,493,AA,3,Passengers,7200,"7,200",0
201402,JFK,MBJ,22,243,B6,3,Passengers,13230,"13,230",0
201402,JFK,MBJ,22,243,BW,0,Passengers,5350,"5,350",0
201402,JFK,MBJ,22,243,DL,3,Passengers,6756,"6,756",0
201402,JFK,MDE,22,327,AV,0,Passengers,3194,"3,194",0
201402,JFK,MEX,22,148,4O,0,Passengers,5925,"5,925",0
201402,JFK,MEX,22,148,DL,3,Passengers,7362,"7,362",0
201402,JFK,MUC,22,429,LH,0,Passengers,8910,"8,910",0
201402,JFK,MXP,22,450,AA,3,Passengers,7175,"7,175",0
201402,JFK,MXP,22,450,AZ,0,Passengers,6636,"6,636",0
201402,JFK,MXP,22,450,DL,3,Passengers,9347,"9,347",0
201402,JFK,NAS,22,204,B6,3,Passengers,14484,"14,484",0
201402,JFK,NCL,22,493,BA,0,Passengers,264,264,0
201402,JFK,NCL,22,493,VS,0,Passengers,156,156,0
201402,JFK,NRT,22,736,DL,3,Passengers,17029,"17,029",0
201402,JFK,NRT,22,736,JL,0,Passengers,9829,"9,825",4
201402,JFK,NRT,22,736,NH,0,Passengers,16240,"16,240",0
201402,JFK,ORY,22,427,A0,0,Passengers,3816,"3,816",0
201402,JFK,OSA,22,736,CI,0,Passengers,5010,"5,010",0
201402,JFK,OSL,22,465,DY,0,Passengers,6983,"6,983",0
201402,JFK,PAP,22,238,AA,3,Passengers,8754,"8,754",0
201402,JFK,PAP,22,238,B6,3,Passengers,4189,"4,189",0
201402,JFK,PAP,22,238,DL,3,Passengers,6013,"6,013",0
201402,JFK,PEK,22,713,CA,0,Passengers,19442,"19,442",0
201402,JFK,PLS,22,281,B6,3,Passengers,10502,"10,502",0
201402,JFK,POP,22,224,0JQ,2,Passengers,2,0,2
201402,JFK,POP,22,224,B6,3,Passengers,6817,"6,817",0
201402,JFK,POS,22,280,0JQ,2,Passengers,420,0,420
201402,JFK,POS,22,280,B6,3,Passengers,1164,"1,164",0
201402,JFK,POS,22,280,BW,0,Passengers,17204,"17,204",0
201402,JFK,PTY,22,162,AA,3,Passengers,239,239,0
201402,JFK,PTY,22,162,CM,0,Passengers,20319,"20,319",0
201402,JFK,PUJ,22,224,B6,3,Passengers,13874,"13,874",0
201402,JFK,PUJ,22,224,DL,3,Passengers,7199,"7,199",0
201402,JFK,PVG,22,713,MU,0,Passengers,15520,"15,520",0
201402,JFK,PVR,22,148,DL,3,Passengers,1220,"1,220",0
201402,JFK,RIX,22,451,HY,0,Passengers,916,916,0
201402,JFK,RUH,22,670,SV,0,Passengers,3551,"3,475",76
201402,JFK,SAL,22,118,TA,0,Passengers,11934,"11,934",0
201402,JFK,SAP,22,131,TA,0,Passengers,1621,"1,621",0
201402,JFK,SCL,22,324,LA,0,Passengers,12928,"12,928",0
201402,JFK,SDQ,22,224,B6,3,Passengers,27818,"27,818",0
201402,JFK,SDQ,22,224,DL,3,Passengers,17431,"17,431",0
201402,JFK,SJO,22,110,AA,3,Passengers,7271,"7,271",0
201402,JFK,SJO,22,110,DL,3,Passengers,5650,"5,650",0
201402,JFK,SKB,22,275,AA,3,Passengers,1438,"1,438",0
201402,JFK,SNN,22,441,BA,0,Passengers,683,683,0
201402,JFK,STI,22,224,B6,3,Passengers,33212,"33,212",0
201402,JFK,STI,22,224,DL,3,Passengers,21058,"21,058",0
201402,JFK,SVO,22,475,DL,3,Passengers,8712,"8,712",0
201402,JFK,SVO,22,475,SU,0,Passengers,23012,"23,012",0
201402,JFK,SXM,22,264,AA,3,Passengers,6893,"6,893",0
201402,JFK,SXM,22,264,B6,3,Passengers,9577,"9,577",0
201402,JFK,SXM,22,264,DL,3,Passengers,6525,"6,525",0
201402,JFK,TAB,22,280,BW,0,Passengers,770,770,0
201402,JFK,TER,22,469,DL,3,Passengers,106,106,0
201402,JFK,TLV,22,636,DL,3,Passengers,17732,"17,732",0
201402,JFK,TLV,22,636,LY,0,Passengers,21738,"21,738",0
201402,JFK,TOJ,22,482,0RQ,0,Passengers,2,0,2
201402,JFK,TPE,22,781,BR,0,Passengers,10105,"10,105",0
201402,JFK,TXL,22,429,AB,0,Passengers,7019,"7,019",0
201402,JFK,UVF,22,276,B6,3,Passengers,6303,"6,303",0
201402,JFK,VIE,22,403,OS,0,Passengers,7274,"7,274",0
201402,JFK,VKO,22,475,UN,0,Passengers,2576,"2,576",0
201402,JFK,WAW,22,467,LO,0,Passengers,4901,"4,901",0
201402,JFK,YQX,22,961,AA,3,Passengers,499,499,0
201402,JFK,YUL,22,941,9E,2,Passengers,2843,"2,843",0
201402,JFK,YUL,22,941,MQ,3,Passengers,5040,"5,040",0
201402,JFK,YUL,22,941,RP,2,Passengers,446,446,0
201402,JFK,YVR,22,906,CX,0,Passengers,9678,"9,678",0
201402,JFK,YYR,22,961,AA,3,Passengers,163,163,0
201402,JFK,YYZ,22,936,0RQ,0,Passengers,2,0,2
201402,JFK,YYZ,22,936,9E,2,Passengers,4175,"4,175",0
201402,JFK,YYZ,22,936,DL,3,Passengers,40,0,40
201402,JFK,YYZ,22,936,MQ,3,Passengers,6370,"6,370",0
201402,JFK,YYZ,22,936,QK,0,Passengers,5627,"5,627",0
201402,JFK,ZRH,22,486,AA,3,Passengers,4929,"4,929",0
201402,JFK,ZRH,22,486,LX,0,Passengers,10270,"10,270",0
201402,KEH,YWH,93,906,KAH,1,Passengers,13,13,0
201402,KOA,YVR,2,906,AC,0,Passengers,1481,"1,481",0
201402,KOA,YVR,2,906,WS,0,Passengers,8475,"8,475",0
201402,LAN,CUN,43,148,F9,3,Passengers,1895,0,"1,895"
201402,LAN,PUJ,43,224,F9,3,Passengers,974,0,974
201402,LAN,PVR,43,148,F9,3,Passengers,971,0,971
201402,LAS,FRA,85,429,DE,0,Passengers,3686,"3,686",0
201402,LAS,GDL,85,148,Y4,0,Passengers,7671,"7,671",0
201402,LAS,ICN,85,778,KE,0,Passengers,4719,"4,719",0
201402,LAS,LGW,85,493,BA,0,Passengers,4839,"4,839",0
201402,LAS,LGW,85,493,VS,0,Passengers,11567,"11,567",0
201402,LAS,LHR,85,493,BA,0,Passengers,15999,"15,999",0
201402,LAS,MEX,85,148,Y4,0,Passengers,6657,"6,657",0
201402,LAS,MTY,85,148,4O,0,Passengers,1985,"1,985",0
201402,LAS,PTY,85,162,CM,0,Passengers,11513,"11,513",0
201402,LAS,SJD,85,148,0WQ,1,Passengers,6,0,6
201402,LAS,TLC,85,148,4O,0,Passengers,1404,"1,404",0
